"T, K","P, kPa",X,Y,T Err,P Err,X Err,Y Err
361.1,127.99,0.0,0.0,,+-0.02,,
359.98,127.99,0.0561,0.09,,+-0.02,,
359.53,127.99,0.0811,0.1272,,+-0.02,,
359.06,127.99,0.1105,0.1661,,+-0.02,,
358.6,127.99,0.1401,0.2055,,+-0.02,,
358.17,127.99,0.1721,0.2419,,+-0.02,,
357.8,127.99,0.2033,0.2766,,+-0.02,,
357.44,127.99,0.2376,0.31,,+-0.02,,
357.08,127.99,0.2753,0.3449,,+-0.02,,
356.78,127.99,0.3131,0.3779,,+-0.02,,
356.51,127.99,0.3525,0.4111,,+-0.02,,
356.31,127.99,0.3903,0.441,,+-0.02,,
356.24,127.99,0.4142,0.4594,,+-0.02,,
356.19,127.99,0.4352,0.4756,,+-0.02,,
356.15,127.99,0.4418,0.4757,,+-0.02,,
356.09,127.99,0.4748,0.4997,,+-0.02,,
356.03,127.99,0.5034,0.5204,,+-0.02,,
356.0,127.99,0.5291,0.5387,,+-0.02,,
355.99,127.99,0.5491,0.553,,+-0.02,,
355.98,127.99,0.5687,0.5667,,+-0.02,,
355.99,127.99,0.5852,0.5787,,+-0.02,,
356.0,127.99,0.6038,0.5924,,+-0.02,,
356.01,127.99,0.6204,0.6047,,+-0.02,,
356.04,127.99,0.6429,0.6213,,+-0.02,,
356.08,127.99,0.6618,0.6355,,+-0.02,,
356.14,127.99,0.6838,0.6525,,+-0.02,,
356.27,127.99,0.7183,0.681,,+-0.02,,
356.42,127.99,0.7563,0.714,,+-0.02,,
356.65,127.99,0.796,0.7503,,+-0.02,,
356.77,127.99,0.8299,0.7826,,+-0.02,,
356.93,127.99,0.8605,0.8148,,+-0.02,,
357.14,127.99,0.8925,0.8502,,+-0.02,,
357.52,127.99,0.923,0.8887,,+-0.02,,
357.83,127.99,0.9474,0.9207,,+-0.02,,
358.12,127.99,0.9663,0.9474,,+-0.02,,
358.4,127.99,0.9835,0.9727,,+-0.02,,
358.87,127.99,1.0,1.0,,+-0.02,,
