"T, deg.F","P, mmHg",X,Y,T Err,P Err,X Err,Y Err
134.9,760,0.125,0.081,+-0.1,,1.0%,1.0%
137.6,760,0.264,0.173,+-0.1,,1.0%,1.0%
141.2,760,0.42,0.274,+-0.1,,1.0%,1.0%
145.2,760,0.556,0.364,+-0.1,,1.0%,1.0%
149.4,760,0.661,0.445,+-0.1,,1.0%,1.0%
152.1,760,0.724,0.506,+-0.1,,1.0%,1.0%
158.2,760,0.825,0.624,+-0.1,,1.0%,1.0%
162.0,760,0.879,0.703,+-0.1,,1.0%,1.0%
167.1,760,0.942,0.827,+-0.1,,1.0%,1.0%
