"T, deg.C","P, mmHg",X,Y,T Err,P Err,X Err,Y Err
100,399,0.0,0.0,+-0.1,+-0.5,,
100,411,0.015,0.05,+-0.1,+-0.5,,
100,463,0.07,0.215,+-0.1,+-0.5,,
100,478,0.085,0.228,+-0.1,+-0.5,,
100,544,0.155,0.35,+-0.1,+-0.5,,
100,568,0.195,0.41,+-0.1,+-0.5,,
100,588,0.233,0.47,+-0.1,+-0.5,,
100,628,0.333,0.545,+-0.1,+-0.5,,
100,664,0.44,0.638,+-0.1,+-0.5,,
100,694,0.52,0.68,+-0.1,+-0.5,,
100,709,0.6,0.715,+-0.1,+-0.5,,
100,722,0.647,0.75,+-0.1,+-0.5,,
100,738,0.7,0.79,+-0.1,+-0.5,,
100,742,0.767,0.833,+-0.1,+-0.5,,
100,749,0.805,0.86,+-0.1,+-0.5,,
100,755,0.858,0.885,+-0.1,+-0.5,,
100,760,0.885,0.9,+-0.1,+-0.5,,
100,770,0.895,0.915,+-0.1,+-0.5,,
100,795,1.0,1.0,+-0.1,+-0.5,,
