"T, K","P, kPa",X,Y,T Err,P Err,X Err,Y Err
359.85,30.0,0.0,0.0,0.1,0.01,0.001,0.001
359.65,30.0,0.025,0.032,0.1,0.01,0.001,0.001
359.35,30.0,0.061,0.079,0.1,0.01,0.001,0.001
358.95,30.0,0.107,0.136,0.1,0.01,0.001,0.001
358.75,30.0,0.136,0.17,0.1,0.01,0.001,0.001
358.35,30.0,0.185,0.231,0.1,0.01,0.001,0.001
357.95,30.0,0.238,0.29,0.1,0.01,0.001,0.001
357.55,30.0,0.298,0.359,0.1,0.01,0.001,0.001
357.05,30.0,0.356,0.424,0.1,0.01,0.001,0.001
356.45,30.0,0.431,0.509,0.1,0.01,0.001,0.001
355.95,30.0,0.505,0.58,0.1,0.01,0.001,0.001
355.45,30.0,0.573,0.645,0.1,0.01,0.001,0.001
354.95,30.0,0.639,0.707,0.1,0.01,0.001,0.001
354.35,30.0,0.716,0.775,0.1,0.01,0.001,0.001
353.95,30.0,0.774,0.826,0.1,0.01,0.001,0.001
353.55,30.0,0.833,0.874,0.1,0.01,0.001,0.001
353.15,30.0,0.894,0.921,0.1,0.01,0.001,0.001
352.85,30.0,0.947,0.961,0.1,0.01,0.001,0.001
352.55,30.0,1.0,1.0,0.1,0.01,0.001,0.001
