"T, deg.F","P, mmHg",X,Y,T Err,P Err,X Err,Y Err
268.2,760,0.119,0.143,,,,
267.6,760,0.192,0.22,,,,
266.1,760,0.286,0.315,,,,
264.85,760,0.388,0.424,,,,
263.75,760,0.489,0.525,,,,
262.45,760,0.589,0.623,,,,
261.4,760,0.689,0.715,,,,
260.4,760,0.785,0.806,,,,
259.4,760,0.894,0.902,,,,
