"T, deg.C","P, mmHg",X,Y,T Err,P Err,X Err,Y Err
105.0,76.0,0.0551,0.4026,0.1,1,0.001%,0.001%
105.0,84.5,0.0826,0.4931,0.1,1,0.001%,0.001%
105.0,101.5,0.1131,0.561,0.1,1,0.001%,0.001%
105.0,112.0,0.1397,0.616,0.1,1,0.001%,0.001%
105.0,121.8,0.1587,0.6564,0.1,1,0.001%,0.001%
105.0,137.0,0.1912,0.6978,0.1,1,0.001%,0.001%
105.0,152.0,0.2245,0.7368,0.1,1,0.001%,0.001%
105.0,166.8,0.2574,0.766,0.1,1,0.001%,0.001%
105.0,198.5,0.3193,0.8208,0.1,1,0.001%,0.001%
105.0,216.0,0.3483,0.8434,0.1,1,0.001%,0.001%
105.0,251.0,0.4034,0.8763,0.1,1,0.001%,0.001%
105.0,259.0,0.4207,0.8849,0.1,1,0.001%,0.001%
105.0,315.2,0.5071,0.9147,0.1,1,0.001%,0.001%
105.0,363.2,0.5729,0.9448,0.1,1,0.001%,0.001%
105.0,421.8,0.651,0.9648,0.1,1,0.001%,0.001%
105.0,467.3,0.706,0.9748,0.1,1,0.001%,0.001%
105.0,546.0,0.8005,0.9889,0.1,1,0.001%,0.001%
105.0,623.0,0.94,0.9981,0.1,1,0.001%,0.001%
