"T, deg.C","P, MPa",X,Y,T Err,P Err,X Err,Y Err
50.0,0.359,0.0,0.0,+-0.1,+-0.2%,0.001,0.001
50.0,0.558,0.052,0.336,+-0.1,+-0.2%,0.001,0.001
50.0,0.993,0.175,0.638,+-0.1,+-0.2%,0.001,0.001
50.0,1.627,0.378,0.807,+-0.1,+-0.2%,0.001,0.001
50.0,2.496,0.639,0.91,+-0.1,+-0.2%,0.001,0.001
50.0,3.061,0.83,0.957,+-0.1,+-0.2%,0.001,0.001
50.0,3.392,0.935,0.977,+-0.1,+-0.2%,0.001,0.001
50.0,3.551,0.983,0.991,+-0.1,+-0.2%,0.001,0.001
50.0,3.62,1.0,1.0,+-0.1,+-0.2%,0.001,0.001
