"T, K","P, Pa",X,Y,T Err,P Err,X Err,Y Err
298.41,88479,0.1087,,0.003,+-0.01,,
322.91,194574,0.1087,,0.003,+-0.01,,
298.52,84051,0.207,,0.003,+-0.01,,
322.9,184984,0.207,,0.003,+-0.01,,
298.5,79233,0.3031,,0.003,+-0.01,,
322.89,175487,0.3031,,0.003,+-0.01,,
298.53,74066,0.399,,0.003,+-0.01,,
322.89,165281,0.399,,0.003,+-0.01,,
298.51,68450,0.4972,,0.003,+-0.01,,
322.89,154060,0.4972,,0.003,+-0.01,,
