"T, K","P, MPa",X,Y,T Err,P Err,X Err,Y Err
332.31,9.349,0.8778,0.9335,+-0.1,+-0.014,+-0.005,+-0.0007
332.33,8.97,0.8466,0.9451,+-0.1,+-0.014,+-0.005,+-0.0007
332.3,8.612,0.8232,0.9507,+-0.1,+-0.014,+-0.005,+-0.0007
332.41,8.246,0.7976,0.9526,+-0.1,+-0.014,+-0.005,+-0.0007
332.15,7.157,0.7151,0.9557,+-0.1,+-0.014,+-0.005,+-0.0007
332.22,6.702,0.661,0.9554,+-0.1,+-0.014,+-0.005,+-0.0007
332.29,5.764,0.5838,0.9569,+-0.1,+-0.014,+-0.005,+-0.0007
332.39,5.481,0.5621,0.9561,+-0.1,+-0.014,+-0.005,+-0.0007
332.36,5.137,0.5231,0.9555,+-0.1,+-0.014,+-0.005,+-0.0007
332.39,4.737,0.4937,0.9531,+-0.1,+-0.014,+-0.005,+-0.0007
332.39,4.268,0.4422,0.9506,+-0.1,+-0.014,+-0.005,+-0.0007
332.33,3.758,0.3977,0.949,+-0.1,+-0.014,+-0.005,+-0.0007
332.34,3.413,0.3629,0.9435,+-0.1,+-0.014,+-0.005,+-0.0007
332.34,3.054,0.3299,0.939,+-0.1,+-0.014,+-0.005,+-0.0007
332.35,2.744,0.3062,0.9364,+-0.1,+-0.014,+-0.005,+-0.0007
332.33,2.227,0.2602,0.9265,+-0.1,+-0.014,+-0.005,+-0.0007
