"T, K","P, MPa",X,Y,T Err,P Err,X Err,Y Err
321.24,10.31,0.598,,0.25,0.4,0.003,
326.27,10.46,0.598,,0.25,0.4,0.003,
331.28,10.64,0.598,,0.25,0.4,0.003,
336.19,10.76,0.598,,0.25,0.4,0.003,
341.25,10.88,0.598,,0.25,0.4,0.003,
348.24,11.06,0.598,,0.25,0.4,0.003,
358.23,11.27,0.598,,0.25,0.4,0.003,
368.22,11.47,0.598,,0.25,0.4,0.003,
378.19,11.65,0.598,,0.25,0.4,0.003,
388.2,11.78,0.598,,0.25,0.4,0.003,
398.2,11.92,0.598,,0.25,0.4,0.003,
408.22,12.02,0.598,,0.25,0.4,0.003,
418.21,12.12,0.598,,0.25,0.4,0.003,
428.21,12.19,0.598,,0.25,0.4,0.003,
443.19,12.26,0.598,,0.25,0.4,0.003,
453.19,12.28,0.598,,0.25,0.4,0.003,
