"T, K","P, kPa",X,Y,T Err,P Err,X Err,Y Err
293.15,0.461,0.0,0.0,,,,
293.15,3.125,0.05,0.8586,,,,
293.15,5.292,0.1,0.9199,,,,
293.15,7.116,0.15,0.9428,,,,
293.15,8.691,0.2,0.9551,,,,
293.15,10.098,0.25,0.963,,,,
293.15,11.378,0.3,0.9686,,,,
293.15,12.549,0.35,0.9728,,,,
293.15,13.626,0.4,0.9761,,,,
293.15,14.626,0.45,0.9789,,,,
293.15,15.564,0.5,0.9812,,,,
293.15,16.456,0.55,0.9833,,,,
293.15,17.315,0.6,0.9852,,,,
293.15,18.156,0.65,0.987,,,,
293.15,18.991,0.7,0.9887,,,,
293.15,19.835,0.75,0.9903,,,,
293.15,20.701,0.8,0.992,,,,
293.15,21.603,0.85,0.9938,,,,
293.15,22.554,0.9,0.9957,,,,
293.15,23.568,0.95,0.9977,,,,
293.15,24.658,1.0,1.0,,,,
