"T, deg.F","P, mmHg",X,Y,T Err,P Err,X Err,Y Err
126.0,50,0.11,0.127,,,,
125.6,50,0.194,0.215,,,,
125.1,50,0.289,0.314,,,,
124.6,50,0.384,0.414,,,,
124.1,50,0.481,0.508,,,,
123.6,50,0.593,0.616,,,,
123.2,50,0.689,0.708,,,,
122.7,50,0.791,0.804,,,,
122.2,50,0.898,0.905,,,,
