"T, deg.C","P, psi",X,Y,T Err,P Err,X Err,Y Err
25,250,0.00884,,,+-3,,
25,400,,0.424,,+-3,,
25,500,0.02486,,,+-3,,
25,1000,0.0602,0.1998,,+-3,,
25,1500,0.09712,0.1545,,+-3,,
25,2000,0.1239,0.1427,,+-3,,
25,2500,0.1649,0.1207,,+-3,,
25,3000,0.1945,0.1132,,+-3,,
