"T, deg.F","P, psi",X,Y,T Err,P Err,X Err,Y Err
150,120.85,0.0,0.0,0.01,0.1%,0.0002,0.0002
150,121.79,0.1,0.1051,0.01,0.1%,0.0002,0.0002
150,122.65,0.2,0.2081,0.01,0.1%,0.0002,0.0002
150,123.4,0.3,0.3095,0.01,0.1%,0.0002,0.0002
150,124.06,0.4,0.4094,0.01,0.1%,0.0002,0.0002
150,124.63,0.5,0.5084,0.01,0.1%,0.0002,0.0002
150,125.11,0.6,0.6066,0.01,0.1%,0.0002,0.0002
150,125.49,0.7,0.7045,0.01,0.1%,0.0002,0.0002
150,125.77,0.8,0.8024,0.01,0.1%,0.0002,0.0002
150,125.97,0.9,0.9008,0.01,0.1%,0.0002,0.0002
150,126.07,1.0,1.0,0.01,0.1%,0.0002,0.0002
