"T, deg.C","P, mmHg",X,Y,T Err,P Err,X Err,Y Err
66.92,524.1,0.1,,+-0.05,+-1,1%,1%
76.38,750.2,0.1,,+-0.05,+-1,1%,1%
81.01,889.8,0.1,,+-0.05,+-1,1%,1%
86.55,1086.7,0.1,,+-0.05,+-1,1%,1%
91.58,1286.3,0.1,,+-0.05,+-1,1%,1%
62.41,524.1,0.2,,+-0.05,+-1,1%,1%
72.15,750.2,0.2,,+-0.05,+-1,1%,1%
77.08,889.0,0.2,,+-0.05,+-1,1%,1%
82.93,1086.7,0.2,,+-0.05,+-1,1%,1%
88.22,1286.3,0.2,,+-0.05,+-1,1%,1%
58.69,524.1,0.3,,+-0.05,+-1,1%,1%
68.61,750.2,0.3,,+-0.05,+-1,1%,1%
73.6,888.8,0.3,,+-0.05,+-1,1%,1%
79.5,1086.7,0.3,,+-0.05,+-1,1%,1%
85.0,1286.3,0.3,,+-0.05,+-1,1%,1%
66.23,759.1,0.4,,+-0.05,+-1,1%,1%
71.02,898.4,0.4,,+-0.05,+-1,1%,1%
77.14,1099.7,0.4,,+-0.05,+-1,1%,1%
82.48,1293.0,0.4,,+-0.05,+-1,1%,1%
87.18,1502.1,0.4,,+-0.05,+-1,1%,1%
64.15,759.1,0.5,,+-0.05,+-1,1%,1%
69.15,898.4,0.5,,+-0.05,+-1,1%,1%
75.69,1099.7,0.5,,+-0.05,+-1,1%,1%
80.74,1293.0,0.5,,+-0.05,+-1,1%,1%
85.69,1502.1,0.5,,+-0.05,+-1,1%,1%
62.11,759.1,0.6,,+-0.05,+-1,1%,1%
66.97,898.4,0.6,,+-0.05,+-1,1%,1%
73.21,1099.7,0.6,,+-0.05,+-1,1%,1%
78.48,1293.0,0.6,,+-0.05,+-1,1%,1%
83.34,1502.1,0.6,,+-0.05,+-1,1%,1%
60.21,757.4,0.7,,+-0.05,+-1,1%,1%
65.14,894.2,0.7,,+-0.05,+-1,1%,1%
71.39,1096.8,0.7,,+-0.05,+-1,1%,1%
76.57,1288.5,0.7,,+-0.05,+-1,1%,1%
81.87,1489.7,0.7,,+-0.05,+-1,1%,1%
58.68,757.4,0.8,,+-0.05,+-1,1%,1%
63.59,894.8,0.8,,+-0.05,+-1,1%,1%
69.91,1096.8,0.8,,+-0.05,+-1,1%,1%
75.12,1288.5,0.8,,+-0.05,+-1,1%,1%
80.21,1489.7,0.8,,+-0.05,+-1,1%,1%
57.21,757.4,0.9,,+-0.05,+-1,1%,1%
62.09,894.8,0.9,,+-0.05,+-1,1%,1%
68.38,1096.8,0.9,,+-0.05,+-1,1%,1%
73.54,1288.5,0.9,,+-0.05,+-1,1%,1%
78.38,1489.7,0.9,,+-0.05,+-1,1%,1%
