"T, K","P, MPa",X,Y,T Err,P Err,X Err,Y Err
323.23,0.464,0.4381,,0.02,0.01,,
333.21,0.593,0.4381,,0.02,0.01,,
343.23,0.748,0.4381,,0.02,0.01,,
345.6,0.788,0.4381,,0.02,0.01,,
353.19,0.929,0.4381,,0.02,0.01,,
363.22,1.142,0.4381,,0.02,0.01,,
373.23,1.388,0.4381,,0.02,0.01,,
383.19,1.668,0.4381,,0.02,0.01,,
393.24,1.992,0.4381,,0.02,0.01,,
403.3,2.357,0.4381,,0.02,0.01,,
413.15,2.767,0.4381,,0.02,0.01,,
423.26,3.228,0.4381,,0.02,0.01,,
433.3,3.745,0.4381,,0.02,0.01,,
443.28,4.312,0.4381,,0.02,0.01,,
448.27,4.615,0.4381,,0.02,0.01,,
453.23,4.918,0.4381,,0.02,0.01,,
458.23,5.184,0.4381,,0.02,0.01,,
460.21,5.254,0.4381,,0.02,0.01,,
