"T, deg.C","P, atm",X,Y,T Err,P Err,X Err,Y Err
25,20.0,0.0429,0.437,,,,
25,40.0,0.142,0.659,,,,
25,56.8,0.232,0.73,,,,
25,80.0,0.358,0.754,,,,
25,90.8,0.424,0.735,,,,
25,94.0,0.448,0.727,,,,
25,100.0,0.517,0.701,,,,
