"T, deg.C","P, kPa",X,Y,T Err,P Err,X Err,Y Err
90.0,1475.81,0.0,0.0,,,,
90.0,1437.54,0.0295,0.0045,,,,
90.0,1407.55,0.0554,0.0069,,,,
90.0,1358.95,0.1116,0.0098,,,,
90.0,1296.89,0.2157,0.0118,,,,
90.0,1258.63,0.3174,0.0127,,,,
90.0,1201.68,0.4485,0.0137,,,,
90.0,1185.2,0.465,0.0138,,,,
90.0,1102.81,0.567,0.015,,,,
90.0,1116.25,0.5628,0.015,,,,
90.0,919.75,0.7158,0.0184,,,,
90.0,713.95,0.8067,0.0232,,,,
90.0,357.01,0.9131,0.0417,,,,
90.0,226.01,0.9508,0.0666,,,,
90.0,122.31,0.9756,0.1207,,,,
90.0,14.52,1.0,1.0,,,,
