"T, K","P, MPa",X,Y,T Err,P Err,X Err,Y Err
278.26,2.08,0.7991,,0.02,0.005,0.001,0.001
283.12,2.235,0.7991,,0.02,0.005,0.001,0.001
293.1,2.59,0.7991,,0.02,0.005,0.001,0.001
303.04,2.915,0.7991,,0.02,0.005,0.001,0.001
313.25,3.245,0.7991,,0.02,0.005,0.001,0.001
323.2,3.54,0.7991,,0.02,0.005,0.001,0.001
333.2,3.82,0.7991,,0.02,0.005,0.001,0.001
343.44,4.055,0.7991,,0.02,0.005,0.001,0.001
353.67,4.335,0.7991,,0.02,0.005,0.001,0.001
363.69,4.545,0.7991,,0.02,0.005,0.001,0.001
373.7,4.762,0.7991,,0.02,0.005,0.001,0.001
383.73,4.972,0.7991,,0.02,0.005,0.001,0.001
393.76,5.172,0.7991,,0.02,0.005,0.001,0.001
