"T, deg.C","P, bar",X,Y,T Err,P Err,X Err,Y Err
55,104.0,,0.0024,+-0.2,,,
55,124.3,,0.0094,+-0.2,,,
55,153.7,,0.0192,+-0.2,,,
55,192.0,,0.0306,+-0.2,,,
55,241.7,,0.0449,+-0.2,,,
55,278.1,,0.0588,+-0.2,,,
55,59.3,0.703,,+-0.2,,,
55,74.5,0.639,,+-0.2,,,
55,90.3,0.58,,+-0.2,,,
55,125.0,0.498,,+-0.2,,,
55,173.0,0.443,,+-0.2,,,
55,229.4,0.394,,+-0.2,,,
55,265.3,0.365,,+-0.2,,,
