"T, deg.C","P, Torr",X,Y,T Err,P Err,X Err,Y Err
107.1,100,0.093,0.26,+-0.1,,+-0.3%,0.3%
107.0,100,0.093,0.259,+-0.1,,+-0.3%,0.3%
103.9,100,0.261,0.441,+-0.1,,+-0.3%,0.3%
103.9,100,0.261,0.449,+-0.1,,+-0.3%,0.3%
103.0,100,0.441,0.541,+-0.1,,+-0.3%,0.3%
103.1,100,0.44,0.542,+-0.1,,+-0.3%,0.3%
102.7,100,0.638,0.604,+-0.1,,+-0.3%,0.3%
102.7,100,0.637,0.607,+-0.1,,+-0.3%,0.3%
103.9,100,0.869,0.716,+-0.1,,+-0.3%,0.3%
104.0,100,0.871,0.718,+-0.1,,+-0.3%,0.3%
