"T, deg.C","P, mmHg",X,Y,T Err,P Err,X Err,Y Err
126.65,730.2,0.912,0.963,,,,
127.0,732.3,0.8455,0.942,,,,
128.8,731.4,0.7715,0.936,,,,
129.8,729.6,0.652,0.916,,,,
131.8,730.7,0.56,0.9055,,,,
132.8,731.2,0.4915,0.898,,,,
134.05,733.0,0.422,0.8875,,,,
135.5,731.2,0.359,0.8795,,,,
137.0,730.1,0.305,0.874,,,,
139.3,730.5,0.248,0.955,,,,
144.0,732.6,0.1645,0.8105,,,,
146.1,731.6,0.1455,0.792,,,,
154.05,731.2,0.08,0.69,,,,
161.1,731.1,0.0535,0.6155,,,,
164.25,733.4,0.0425,0.556,,,,
169.5,731.3,0.029,0.454,,,,
