"T, deg.F","P, mmHg",X,Y,T Err,P Err,X Err,Y Err
570.4,760,0.087,0.329,0.3,0.3,0.006,0.006
546.0,760,0.184,0.555,0.3,0.3,0.006,0.006
526.0,760,0.25,0.709,0.3,0.3,0.006,0.006
493.9,760,0.41,0.859,0.3,0.3,0.006,0.006
462.2,760,0.612,0.939,0.3,0.3,0.006,0.006
443.3,760,0.789,0.973,0.3,0.3,0.006,0.006
434.5,760,0.895,0.987,0.3,0.3,0.006,0.006
