"T, K","P, Pa",X,Y,T Err,P Err,X Err,Y Err
323.18,8137,0.0297,,0.1,15,,
323.18,8313,0.0384,,0.1,15,,
323.18,8723,0.078,,0.1,15,,
323.18,9002,0.1357,,0.1,15,,
323.18,9078,0.1758,,0.1,15,,
323.18,9199,0.2726,,0.1,15,,
323.18,9187,0.3263,,0.1,15,,
323.18,9183,0.3986,,0.1,15,,
323.18,9127,0.5028,,0.1,15,,
323.18,9053,0.5698,,0.1,15,,
323.18,8609,0.7335,,0.1,15,,
323.18,7230,0.891,,0.1,15,,
323.18,5781,0.9621,,0.1,15,,
