"T, K","P, MPa",X,Y,T Err,P Err,X Err,Y Err
285.18,3.072,0.0335,,0.01,,+-0.001,
287.23,3.216,0.0335,,0.01,,+-0.001,
289.39,3.374,0.0335,,0.01,,+-0.001,
291.32,3.522,0.0335,,0.01,,+-0.001,
293.32,3.678,0.0335,,0.01,,+-0.001,
295.99,3.899,0.0335,,0.01,,+-0.001,
298.38,4.104,0.0335,,0.01,,+-0.001,
300.63,4.307,0.0335,,0.01,,+-0.001,
303.74,4.607,0.0335,,0.01,,+-0.001,
305.84,4.827,0.0335,,0.01,,+-0.001,
306.1,4.851,0.0335,,0.01,,+-0.001,
306.75,4.943,0.0335,,0.01,,+-0.001,
307.25,5.043,0.0335,,0.01,,+-0.001,
307.73,5.132,0.0335,,0.01,,+-0.001,
308.24,5.232,0.0335,,0.01,,+-0.001,
309.25,5.423,0.0335,,0.01,,+-0.001,
310.32,5.623,0.0335,,0.01,,+-0.001,
311.68,5.882,0.0335,,0.01,,+-0.001,
311.88,5.912,0.0335,,0.01,,+-0.001,
313.05,6.139,0.0335,,0.01,,+-0.001,
316.01,6.688,0.0335,,0.01,,+-0.001,
318.92,7.204,0.0335,,0.01,,+-0.001,
321.19,7.607,0.0335,,0.01,,+-0.001,
321.8,7.722,0.0335,,0.01,,+-0.001,
324.79,8.222,0.0335,,0.01,,+-0.001,
327.74,8.722,0.0335,,0.01,,+-0.001,
330.66,9.182,0.0335,,0.01,,+-0.001,
333.61,9.651,0.0335,,0.01,,+-0.001,
336.58,10.102,0.0335,,0.01,,+-0.001,
339.53,10.542,0.0335,,0.01,,+-0.001,
342.37,10.942,0.0335,,0.01,,+-0.001,
345.32,11.362,0.0335,,0.01,,+-0.001,
351.13,12.161,0.0335,,0.01,,+-0.001,
354.2,12.56,0.0335,,0.01,,+-0.001,
357.15,12.921,0.0335,,0.01,,+-0.001,
360.12,13.281,0.0335,,0.01,,+-0.001,
363.03,13.621,0.0335,,0.01,,+-0.001,
