"T, K","P, MPa",X,Y,T Err,P Err,X Err,Y Err
298.15,1.0226,0.0402,0.9825,,,,
298.15,1.988,0.0837,0.9905,,,,
298.15,3.1374,0.1485,0.9933,,,,
298.15,4.0883,0.2079,0.994,,,,
298.15,5.0308,0.2645,0.9942,,,,
298.15,5.7645,0.3207,0.9943,,,,
298.15,6.8359,0.3763,0.9931,,,,
298.15,7.5189,0.4127,0.9926,,,,
298.15,8.5709,0.4508,0.9907,,,,
298.15,9.6461,0.5192,0.9888,,,,
298.15,10.311,0.7446,0.9875,,,,
298.15,10.511,0.741,0.9878,,,,
298.15,10.776,0.7367,0.9869,,,,
298.15,11.67,0.7646,0.988,,,,
298.15,11.846,0.78,0.9884,,,,
298.15,12.432,,0.9885,,,,
