"T, K","P, kPa",X,Y,T Err,P Err,X Err,Y Err
322.97,101.3,0.0627,0.481,+-0.03,,+-0.002,+-0.002
320.18,101.3,0.1029,0.5441,+-0.03,,+-0.002,+-0.002
319.47,101.3,0.1217,0.5547,+-0.03,,+-0.002,+-0.002
319.25,101.3,0.128,0.5585,+-0.03,,+-0.002,+-0.002
318.85,101.3,0.1495,0.5731,+-0.03,,+-0.002,+-0.002
318.72,101.3,0.1557,0.5712,+-0.03,,+-0.002,+-0.002
318.17,101.3,0.223,0.5864,+-0.03,,+-0.002,+-0.002
318.09,101.3,0.267,0.5928,+-0.03,,+-0.002,+-0.002
318.02,101.3,0.3059,0.6034,+-0.03,,+-0.002,+-0.002
318.01,101.3,0.3631,0.6035,+-0.03,,+-0.002,+-0.002
317.92,101.3,0.4114,0.6061,+-0.03,,+-0.002,+-0.002
317.9,101.3,0.4844,0.6097,+-0.03,,+-0.002,+-0.002
317.88,101.3,0.5808,0.6095,+-0.03,,+-0.002,+-0.002
317.93,101.3,0.6524,0.6155,+-0.03,,+-0.002,+-0.002
317.98,101.3,0.7377,0.6155,+-0.03,,+-0.002,+-0.002
317.99,101.3,0.7951,0.6152,+-0.03,,+-0.002,+-0.002
318.0,101.3,0.8403,0.6224,+-0.03,,+-0.002,+-0.002
318.03,101.3,0.8744,0.6279,+-0.03,,+-0.002,+-0.002
318.36,101.3,0.9071,0.6309,+-0.03,,+-0.002,+-0.002
321.32,101.3,0.9616,0.7129,+-0.03,,+-0.002,+-0.002
