"T, K","P, MPa",X,Y,T Err,P Err,X Err,Y Err
341.81,0.029,0.0,0.0,0.1,,+-0.005,+-0.005
343.51,0.089,0.0621,0.3825,0.1,,+-0.005,+-0.005
339.66,0.086,0.0666,,0.1,,+-0.005,+-0.005
340.87,0.132,0.0985,0.6254,0.1,,+-0.005,+-0.005
340.87,0.136,0.1029,0.6336,0.1,,+-0.005,+-0.005
340.96,0.118,0.103,0.6184,0.1,,+-0.005,+-0.005
340.97,0.13,0.1143,0.6597,0.1,,+-0.005,+-0.005
341.18,0.154,0.1491,0.7371,0.1,,+-0.005,+-0.005
341.03,0.169,0.1497,0.7357,0.1,,+-0.005,+-0.005
343.95,0.202,0.1688,0.8633,0.1,,+-0.005,+-0.005
344.84,0.267,0.2214,0.893,0.1,,+-0.005,+-0.005
340.96,0.273,0.2416,0.8691,0.1,,+-0.005,+-0.005
341.23,0.405,0.3102,0.9235,0.1,,+-0.005,+-0.005
344.84,0.534,0.3322,0.955,0.1,,+-0.005,+-0.005
341.49,0.561,0.3603,0.9542,0.1,,+-0.005,+-0.005
343.78,0.719,0.39,0.9744,0.1,,+-0.005,+-0.005
341.26,0.722,0.4188,0.9693,0.1,,+-0.005,+-0.005
340.79,0.9,0.4702,0.9778,0.1,,+-0.005,+-0.005
344.95,0.915,,0.977,0.1,,+-0.005,+-0.005
344.81,1.125,,0.9832,0.1,,+-0.005,+-0.005
340.6,1.142,0.516,0.9879,0.1,,+-0.005,+-0.005
340.8,1.436,0.5815,0.9895,0.1,,+-0.005,+-0.005
340.69,1.467,0.5909,0.9906,0.1,,+-0.005,+-0.005
340.81,1.749,0.6369,0.9937,0.1,,+-0.005,+-0.005
340.89,2.175,0.7414,0.996,0.1,,+-0.005,+-0.005
339.51,2.884,0.956,0.997,0.1,,+-0.005,+-0.005
341.81,3.212,1.0,1.0,0.1,,+-0.005,+-0.005
