"T, K","P, Torr",X,Y,T Err,P Err,X Err,Y Err
318.213,331.48,0.05024,,,,,
318.213,327.69,0.08746,,,,,
318.213,317.4,0.19212,,,,,
318.213,299.12,0.345,,,,,
318.213,275.24,0.49684,,,,,
318.213,242.91,0.62768,,,,,
318.213,210.45,0.71617,,,,,
318.213,167.18,0.80338,,,,,
318.213,93.63,0.90821,,,,,
