"T, K","P, kPa",X,Y,T Err,P Err,X Err,Y Err
427.97,101.3,0.0317,0.2599,0.01,0.1,0.00013.401,0.0001
423.65,101.3,0.0511,0.3581,0.01,0.1,0.0001,0.0001
419.45,101.3,0.0687,0.4387,0.01,0.1,0.0001,0.0001
413.4,101.3,0.1022,0.5359,0.01,0.1,0.0001,0.0001
406.05,101.3,0.1609,0.6497,0.01,0.1,0.0001,0.0001
397.38,101.3,0.2696,0.7578,0.01,0.1,0.0001,0.0001
392.44,101.3,0.3668,0.8145,0.01,0.1,0.0001,0.0001
388.85,101.3,0.4712,0.847,0.01,0.1,0.0001,0.0001
387.11,101.3,0.5681,0.8688,0.01,0.1,0.0001,0.0001
385.24,101.3,0.6817,0.899,0.01,0.1,0.0001,0.0001
383.72,101.3,0.7926,0.9185,0.01,0.1,0.0001,0.0001
382.96,101.3,0.8486,0.9351,0.01,0.1,0.0001,0.0001
382.06,101.3,0.9217,0.9617,0.01,0.1,0.0001,0.0001
381.46,101.3,0.964,0.9808,0.01,0.1,0.0001,0.0001
