"T, deg.C","P, atm",X,Y,T Err,P Err,X Err,Y Err
125,10,0.0226,0.9851,0.2,+-0.1,,
125,20,0.0456,0.9919,0.2,+-0.1,,
125,30,0.0666,0.9929,0.2,+-0.1,,
125,40,0.0887,0.9935,0.2,+-0.1,,
125,50,0.1069,0.9924,0.2,+-0.1,,
