"T, deg.C","P, mmHg",X,Y,T Err,P Err,X Err,Y Err
74.2,760,0.923,0.967,+-0.02,+-1,+-1%,+-1%
74.61,760,0.854,0.939,+-0.02,+-1,+-1%,+-1%
77.2,760,0.752,0.894,+-0.02,+-1,+-1%,+-1%
78.72,760,0.698,0.865,+-0.02,+-1,+-1%,+-1%
79.52,760,0.667,0.847,+-0.02,+-1,+-1%,+-1%
80.2,760,0.638,0.835,+-0.02,+-1,+-1%,+-1%
80.34,760,0.636,0.83,+-0.02,+-1,+-1%,+-1%
81.98,760,0.574,0.797,+-0.02,+-1,+-1%,+-1%
84.95,760,0.47,0.73,+-0.02,+-1,+-1%,+-1%
87.55,760,0.398,0.675,+-0.02,+-1,+-1%,+-1%
90.1,760,0.325,0.619,+-0.02,+-1,+-1%,+-1%
91.3,760,0.289,0.583,+-0.02,+-1,+-1%,+-1%
92.11,760,0.276,0.57,+-0.02,+-1,+-1%,+-1%
95.27,760,0.212,0.482,+-0.02,+-1,+-1%,+-1%
97.54,760,0.17,0.417,+-0.02,+-1,+-1%,+-1%
97.62,760,0.161,0.408,+-0.02,+-1,+-1%,+-1%
99.19,760,0.14,0.371,+-0.02,+-1,+-1%,+-1%
100.34,760,0.127,0.337,+-0.02,+-1,+-1%,+-1%
106.04,760,0.048,0.157,+-0.02,+-1,+-1%,+-1%
