"T, K","P, MPa",X,Y,T Err,P Err,X Err,Y Err
278.05,3.684,0.1495,,0.02,0.005,0.001,0.001
282.18,4.144,0.1495,,0.02,0.005,0.001,0.001
293.31,5.179,0.1495,,0.02,0.005,0.001,0.001
303.29,6.324,0.1495,,0.02,0.005,0.001,0.001
313.01,7.564,0.1495,,0.02,0.005,0.001,0.001
323.31,8.914,0.1495,,0.02,0.005,0.001,0.001
333.17,10.214,0.1495,,0.02,0.005,0.001,0.001
343.26,11.424,0.1495,,0.02,0.005,0.001,0.001
353.55,12.43,0.1495,,0.02,0.005,0.001,0.001
358.79,12.845,0.1495,,0.02,0.005,0.001,0.001
363.7,13.21,0.1495,,0.05,0.01,0.001,0.001
368.62,13.505,0.1495,,0.05,0.01,0.001,0.001
373.57,13.765,0.1495,,0.05,0.01,0.001,0.001
378.52,13.955,0.1495,,0.05,0.01,0.001,0.001
