"T, K","P, kPa",X,Y,T Err,P Err,X Err,Y Err
364.04,74.66,0.0,0.0,,,0.002,0.004
363.93,74.66,0.0105,0.0175,,,0.002,0.004
363.69,74.66,0.0248,0.0359,,,0.002,0.004
363.53,74.66,0.0506,0.0707,,,0.002,0.004
363.28,74.66,0.0785,0.1042,,,0.002,0.004
363.06,74.66,0.1027,0.135,,,0.002,0.004
362.85,74.66,0.1265,0.1635,,,0.002,0.004
362.62,74.66,0.154,0.1957,,,0.002,0.004
362.44,74.66,0.184,0.2252,,,0.002,0.004
362.3,74.66,0.2086,0.2536,,,0.002,0.004
362.14,74.66,0.2396,0.2832,,,0.002,0.004
362.0,74.66,0.2737,0.3116,,,0.002,0.004
361.89,74.66,0.3014,0.3391,,,0.002,0.004
361.78,74.66,0.3606,0.39,,,0.002,0.004
361.76,74.66,0.3849,0.4076,,,0.002,0.004
361.69,74.66,0.4213,0.4305,,,0.002,0.004
361.66,74.66,0.4655,0.4568,,,0.002,0.004
361.66,74.66,0.495,0.4731,,,0.002,0.004
361.67,74.66,0.5322,0.5001,,,0.002,0.004
361.71,74.66,0.5681,0.5272,,,0.002,0.004
361.85,74.66,0.624,0.5692,,,0.002,0.004
361.96,74.66,0.6718,0.6067,,,0.002,0.004
362.19,74.66,0.7162,0.6494,,,0.002,0.004
362.41,74.66,0.7684,0.6915,,,0.002,0.004
362.74,74.66,0.8084,0.7362,,,0.002,0.004
363.12,74.66,0.8532,0.7793,,,0.002,0.004
363.52,74.66,0.8891,0.83,,,0.002,0.004
363.93,74.66,0.9174,0.8717,,,0.002,0.004
364.13,74.66,0.9461,0.9098,,,0.002,0.004
364.58,74.66,0.9729,0.9497,,,0.002,0.004
364.95,74.66,1.0,1.0,,,0.002,0.004
