"T, K","P, MPa",X,Y,T Err,P Err,X Err,Y Err
291.15,0.87,0.215,0.9745,0.015,,0.0005,0.0005
291.15,1.18,0.2885,0.9794,0.015,,0.0005,0.0005
291.15,1.73,0.4027,0.9827,0.015,,0.0005,0.0005
291.15,2.41,0.5208,0.9848,0.015,,0.0005,0.0005
291.15,2.81,0.594,0.9881,0.015,,0.0005,0.0005
291.15,3.1,0.6545,0.9904,0.015,,0.0005,0.0005
291.15,3.45,0.7119,0.9885,0.015,,0.0005,0.0005
291.15,3.84,0.7669,0.9868,0.015,,0.0005,0.0005
291.15,4.34,0.8175,0.9842,0.015,,0.0005,0.0005
291.15,4.94,0.8659,0.9806,0.015,,0.0005,0.0005
291.15,5.27,0.9097,0.9785,0.015,,0.0005,0.0005
