"T, deg.C","P, mmHg",X,Y,T Err,P Err,X Err,Y Err
40,244.8,0.0465,0.2872,+-0.005,+-0.05,,
40,294.1,0.0877,0.4264,+-0.005,+-0.05,,
40,349.1,0.1386,0.5356,+-0.005,+-0.05,,
40,415.1,0.2148,0.6389,+-0.005,+-0.05,,
40,461.9,0.2756,0.6932,+-0.005,+-0.05,,
40,505.8,0.3368,0.7322,+-0.005,+-0.05,,
40,546.5,0.4061,0.7701,+-0.005,+-0.05,,
40,584.3,0.4749,0.8021,+-0.005,+-0.05,,
40,615.9,0.5296,0.8249,+-0.005,+-0.05,,
40,663.0,0.6183,0.8601,+-0.005,+-0.05,,
40,695.1,0.6828,0.8824,+-0.005,+-0.05,,
40,723.9,0.7364,0.9013,+-0.005,+-0.05,,
40,750.0,0.7929,0.9212,+-0.005,+-0.05,,
40,794.1,0.8738,0.9502,+-0.005,+-0.05,,
