"T, K","P, bar",X,Y,T Err,P Err,X Err,Y Err
323.2,1.58,0.1016,0.6342,+-0.1,+-0.01,+-0.002,+-0.001
323.2,2.77,0.1643,0.7578,+-0.1,+-0.01,+-0.002,+-0.001
323.2,4.4,0.2721,0.825,+-0.1,+-0.01,+-0.002,+-0.001
323.2,5.15,0.3408,0.8551,+-0.1,+-0.01,+-0.002,+-0.001
323.2,6.7,0.4876,0.9015,+-0.1,+-0.01,+-0.002,+-0.001
323.2,7.08,0.532,0.9109,+-0.1,+-0.01,+-0.002,+-0.001
323.2,7.91,0.6176,0.9281,+-0.1,+-0.01,+-0.002,+-0.001
323.2,9.42,0.7613,0.9522,+-0.1,+-0.01,+-0.002,+-0.001
323.2,10.16,0.8274,0.9636,+-0.1,+-0.01,+-0.002,+-0.001
323.2,11.47,0.9385,0.9822,+-0.1,+-0.01,+-0.002,+-0.001
