"T, deg.F","P, mmHg",X,Y,T Err,P Err,X Err,Y Err
370.0,50,0.0,0.0,,,,
339.0,50,0.108,0.528,,,,
325.2,50,0.182,0.676,,,,
308.0,50,0.318,0.819,,,,
292.2,50,0.494,0.908,,,,
280.3,50,0.639,0.953,,,,
270.8,50,0.812,0.988,,,,
261.6,50,1.0,1.0,,,,
