"T, deg.C","P, atm",X,Y,T Err,P Err,X Err,Y Err
50,0.534,0.0,,,,+-0.2%,+-0.1%
50,10.0,0.027,,,,+-0.2%,+-0.1%
50,20.0,0.0619,0.907,,,+-0.2%,+-0.1%
50,30.0,0.099,0.943,,,+-0.2%,+-0.1%
50,40.0,0.1454,0.96,,,+-0.2%,+-0.1%
50,50.0,0.2045,0.97,,,+-0.2%,+-0.5%
50,60.0,0.2753,0.978,,,+-0.2%,+-0.5%
