"T, K","P, MPa",X,Y,T Err,P Err,X Err,Y Err
298.16,0.88,0.1699,0.9729,0.015,,0.0005,0.0005
298.16,1.27,0.246,0.9752,0.015,,0.0005,0.0005
298.16,1.62,0.3125,0.9796,0.015,,0.0005,0.0005
298.16,1.96,0.3701,0.9812,0.015,,0.0005,0.0005
298.16,2.28,0.419,0.9834,0.015,,0.0005,0.0005
298.16,2.6,0.4687,0.9833,0.015,,0.0005,0.0005
298.16,2.96,0.529,0.9858,0.015,,0.0005,0.0005
298.16,3.33,0.5888,0.9896,0.015,,0.0005,0.0005
298.16,3.65,0.6406,0.9902,0.015,,0.0005,0.0005
298.16,4.0,0.695,0.9899,0.015,,0.0005,0.0005
298.16,4.34,0.7472,0.9868,0.015,,0.0005,0.0005
298.16,4.69,0.7921,0.9826,0.015,,0.0005,0.0005
298.16,5.0,0.8379,0.9783,0.015,,0.0005,0.0005
298.16,5.39,0.8922,0.9733,0.015,,0.0005,0.0005
298.16,5.82,0.9345,0.9683,0.015,,0.0005,0.0005
