"T, deg.C","P, psi",X,Y,T Err,P Err,X Err,Y Err
350,2475,0.008,0.016,,,,
350,2620,0.033,0.057,,,,
350,2691,0.052,0.074,,,,
350,2752,0.085,0.085,,,,
