"T, deg.C","P, kPa",X,Y,T Err,P Err,X Err,Y Err
100,195.05,1.0,,+-0.05,+-0.05,,
100,214.59,0.9775,,+-0.05,+-0.05,,
100,235.91,0.9519,,+-0.05,+-0.05,,
100,269.74,0.9094,,+-0.05,+-0.05,,
100,341.11,0.8102,,+-0.05,+-0.05,,
100,393.87,0.7152,,+-0.05,+-0.05,,
100,439.33,0.6478,,+-0.05,+-0.05,,
100,443.87,0.6177,,+-0.05,+-0.05,,
100,480.13,0.539,,+-0.05,+-0.05,,
100,486.2,0.5051,,+-0.05,+-0.05,,
100,511.28,0.4335,,+-0.05,+-0.05,,
100,515.35,0.4063,,+-0.05,+-0.05,,
100,537.8,0.3197,,+-0.05,+-0.05,,
100,556.99,0.2121,,+-0.05,+-0.05,,
100,568.58,0.1026,,+-0.05,+-0.05,,
100,569.84,0.0495,,+-0.05,+-0.05,,
100,569.39,0.0294,,+-0.05,+-0.05,,
100,566.85,0.0,,+-0.05,+-0.05,,
