"T, deg.C","P, psi",X,Y,T Err,P Err,X Err,Y Err
200,260,0.023,0.134,,,,
200,271,0.032,0.175,,,,
200,288,0.048,0.219,,,,
200,300,0.066,0.262,,,,
200,313,0.088,0.299,,,,
200,329,0.112,0.337,,,,
200,339,0.157,0.381,,,,
200,359,0.214,0.424,,,,
200,364,0.295,0.466,,,,
200,385,0.345,0.495,,,,
200,381,0.391,0.528,,,,
200,407,0.479,0.579,,,,
200,396,0.491,0.586,,,,
200,412,0.58,0.641,,,,
200,422,0.689,0.719,,,,
200,437,0.824,0.828,,,,
200,428,0.934,0.929,,,,
