"T, K","P, kPa",X,Y,T Err,P Err,X Err,Y Err
313.15,24.632,0.0,0.0,0.001,0.005,,
313.15,25.272,0.0504,0.0727,0.001,0.005,,
313.15,25.605,0.0822,0.114,0.001,0.005,,
313.15,26.276,0.157,0.2006,0.001,0.005,,
313.15,26.584,0.1998,0.2449,0.001,0.005,,
313.15,26.954,0.2656,0.3076,0.001,0.005,,
313.15,27.195,0.3213,0.3567,0.001,0.005,,
313.15,27.355,0.3736,0.4004,0.001,0.005,,
313.15,27.459,0.4232,0.4403,0.001,0.005,,
313.15,27.498,0.4504,0.4618,0.001,0.005,,
313.15,27.524,0.5005,0.5009,0.001,0.005,,
313.15,27.515,0.5242,0.5193,0.001,0.005,,
313.15,27.502,0.5503,0.5395,0.001,0.005,,
313.15,27.427,0.6008,0.5791,0.001,0.005,,
313.15,27.303,0.651,0.6193,0.001,0.005,,
313.15,27.122,0.7014,0.6612,0.001,0.005,,
313.15,26.88,0.7517,0.7054,0.001,0.005,,
313.15,26.579,0.7989,0.7498,0.001,0.005,,
313.15,26.199,0.8489,0.8009,0.001,0.005,,
313.15,25.723,0.8981,0.8569,0.001,0.005,,
313.15,25.08,0.9519,0.9269,0.001,0.005,,
313.15,24.388,1.0,1.0,0.001,0.005,,
