"T, K","P, atm",X,Y,T Err,P Err,X Err,Y Err
473.15,10,0.0178,0.9966,0.2,+-0.1,,
473.15,20,0.0348,0.998,0.2,+-0.1,,
473.15,30,0.0522,0.9982,0.2,+-0.1,,
473.15,40,0.0699,0.9986,0.2,+-0.1,,
473.15,50,0.0882,0.9987,0.2,+-0.1,,
