"T, deg.C","P, psi",X,Y,T Err,P Err,X Err,Y Err
25.0,2.51,0.0,0.0,+-0.1,+-0.001,,
25.0,12.55,0.0165,0.7383,+-0.1,+-0.001,,
25.0,41.7,0.068,0.9031,+-0.1,+-0.001,,
25.0,70.5,0.1354,0.9469,+-0.1,+-0.001,,
25.0,131.0,0.2892,0.9722,+-0.1,+-0.001,,
25.0,178.9,0.4237,0.976,+-0.1,+-0.001,,
25.0,226.2,0.6045,0.9815,+-0.1,+-0.001,,
25.0,256.3,0.7901,0.983,+-0.1,+-0.001,,
25.0,273.3,0.9171,0.985,+-0.1,+-0.001,,
25.0,287.7,0.9888,0.9959,+-0.1,+-0.001,,
25.0,293.2,1.0,1.0,+-0.1,+-0.001,,
