"T, deg.C","P, bar",X,Y,T Err,P Err,X Err,Y Err
250.0,31.5,0.039,,,,,
250.0,80.0,0.171,,,,,
250.0,102.0,0.232,,,,,
250.0,130.0,,0.704,,,,
250.0,150.5,0.345,,,,,
250.0,160.5,0.373,,,,,
250.0,170.5,0.402,,,,,
250.0,174.0,,0.697,,,,
250.0,181.0,0.428,,,,,
250.0,197.5,0.467,,,,,
250.0,200.0,,0.651,,,,
250.0,204.0,0.496,0.636,,,,
250.0,,0.524,0.55,,,,
