"T, K","P, kPa",X,Y,T Err,P Err,X Err,Y Err
343.15,21.38,0.0025,,+-0.05,0.05,+-0.0005,+-0.0005
343.15,27.13,0.022,,+-0.05,0.05,+-0.0005,+-0.0005
343.15,55.22,0.1365,,+-0.05,0.05,+-0.0005,+-0.0005
343.15,59.65,0.1575,,+-0.05,0.05,+-0.0005,+-0.0005
343.15,62.43,0.1745,,+-0.05,0.05,+-0.0005,+-0.0005
343.15,85.79,0.332,,+-0.05,0.05,+-0.0005,+-0.0005
343.15,87.11,0.3425,,+-0.05,0.05,+-0.0005,+-0.0005
343.15,92.43,0.3955,,+-0.05,0.05,+-0.0005,+-0.0005
343.15,98.51,0.468,,+-0.05,0.05,+-0.0005,+-0.0005
343.15,103.1,0.5395,,+-0.05,0.05,+-0.0005,+-0.0005
343.15,108.6,0.644,,+-0.05,0.05,+-0.0005,+-0.0005
343.15,111.68,0.722,,+-0.05,0.05,+-0.0005,+-0.0005
343.15,112.47,0.737,,+-0.05,0.05,+-0.0005,+-0.0005
343.15,116.78,0.838,,+-0.05,0.05,+-0.0005,+-0.0005
343.15,117.98,0.873,,+-0.05,0.05,+-0.0005,+-0.0005
343.15,123.15,0.9985,,+-0.05,0.05,+-0.0005,+-0.0005
