"T, deg.C","P, mmHg",X,Y,T Err,P Err,X Err,Y Err
68.7,760,0.08,0.078,,,,
68.75,760,0.082,0.08,,,,
68.75,760,0.085,0.082,,,,
68.8,760,0.088,0.085,,,,
68.8,760,0.091,0.088,,,,
68.8,760,0.095,0.091,,,,
68.85,760,0.144,0.137,,,,
68.9,760,0.152,0.144,,,,
68.95,760,0.16,0.152,,,,
68.95,760,0.17,0.16,,,,
69.0,760,0.183,0.17,,,,
69.0,760,0.199,0.183,,,,
69.0,760,0.252,0.226,,,,
69.15,760,0.281,0.252,,,,
69.35,760,0.318,0.281,,,,
69.65,760,0.366,0.318,,,,
70.05,760,0.43,0.366,,,,
70.65,760,0.512,0.43,,,,
71.35,760,0.583,0.489,,,,
72.7,760,0.69,0.583,,,,
74.55,760,0.797,0.69,,,,
76.65,760,0.881,0.797,,,,
78.1,760,0.94,0.881,,,,
79.1,760,0.972,0.94,,,,
