"T, K","P, MPa",X,Y,T Err,P Err,X Err,Y Err
313.14,1.32,0.0682,0.9646,0.015,,0.0003,0.0003
313.14,1.67,0.0911,0.9727,0.015,,0.0003,0.0003
313.14,2.03,0.1159,0.9815,0.015,,0.0003,0.0003
313.14,2.47,0.1372,0.9843,0.015,,0.0003,0.0003
313.14,3.13,0.1773,0.9849,0.015,,0.0003,0.0003
313.14,3.61,0.2006,0.9857,0.015,,0.0003,0.0003
313.14,3.96,0.2318,0.9867,0.015,,0.0003,0.0003
313.14,4.56,0.2733,0.9876,0.015,,0.0003,0.0003
313.14,5.5,0.3464,0.9881,0.015,,0.0003,0.0003
313.14,5.91,0.3838,0.9879,0.015,,0.0003,0.0003
313.14,6.2,0.4128,0.9882,0.015,,0.0003,0.0003
313.14,6.6,0.4658,0.9871,0.015,,0.0003,0.0003
313.14,6.9,0.5138,0.9865,0.015,,0.0003,0.0003
313.14,7.06,0.5467,0.9867,0.015,,0.0003,0.0003
313.14,7.39,0.5907,0.9864,0.015,,0.0003,0.0003
313.14,7.69,0.6818,0.9842,0.015,,0.0003,0.0003
313.14,8.03,0.8783,0.9677,0.015,,0.0003,0.0003
