"T, K","P, atm",X,Y,T Err,P Err,X Err,Y Err
406.35,1,0.111,0.358,,,,
403.02,1,0.186,0.462,,,,
392.83,1,0.523,0.718,,,,
391.71,1,0.561,0.741,,,,
391.06,1,0.593,0.76,,,,
390.52,1,0.625,0.779,,,,
389.47,1,0.677,0.802,,,,
389.51,1,0.688,0.816,,,,
389.12,1,0.698,0.822,,,,
388.45,1,0.736,0.844,,,,
