"T, deg.C","P, mmHg",X,Y,T Err,P Err,X Err,Y Err
68.0,760,0.0,0.0,+-0.1,+-0.5,,
66.9,760,0.063,0.099,+-0.1,+-0.5,,
65.9,760,0.11,0.172,+-0.1,+-0.5,,
65.0,760,0.16,0.242,+-0.1,+-0.5,,
63.1,760,0.248,0.358,+-0.1,+-0.5,,
61.1,760,0.341,0.464,+-0.1,+-0.5,,
59.5,760,0.417,0.56,+-0.1,+-0.5,,
58.0,760,0.474,0.624,+-0.1,+-0.5,,
56.1,760,0.576,0.725,+-0.1,+-0.5,,
55.6,760,0.588,0.734,+-0.1,+-0.5,,
53.4,760,0.706,0.836,+-0.1,+-0.5,,
53.3,760,0.769,0.881,+-0.1,+-0.5,,
51.6,760,0.805,0.902,+-0.1,+-0.5,,
50.7,760,0.857,0.928,+-0.1,+-0.5,,
49.4,760,0.942,0.971,+-0.1,+-0.5,,
48.3,760,1.0,1.0,+-0.1,+-0.5,,
