"T, deg.C","P, kPa",X,Y,T Err,P Err,X Err,Y Err
95.0,25.62,0.0,0.0,,,,
95.0,29.35,0.0124,0.1361,,,,
95.0,37.56,0.0417,0.3521,,,,
95.0,43.71,0.0644,0.4724,,,,
95.0,59.42,0.1581,0.646,,,,
95.0,66.95,0.2151,0.7146,,,,
95.0,71.98,0.2585,0.7314,,,,
95.0,76.18,0.3038,0.7497,,,,
95.0,80.54,0.3664,0.7739,,,,
95.0,82.29,0.4079,0.773,,,,
95.0,86.04,0.4799,0.793,,,,
95.0,88.12,0.5348,0.8056,,,,
95.0,88.59,0.5498,0.8063,,,,
95.0,90.03,0.6022,0.8194,,,,
95.0,91.69,0.6688,0.8326,,,,
95.0,92.21,0.6965,0.8371,,,,
95.0,92.61,0.7118,0.8411,,,,
95.0,93.15,0.7498,0.8503,,,,
95.0,93.62,0.7737,0.8564,,,,
95.0,94.63,0.8503,0.8793,,,,
95.0,95.06,0.891,0.8955,,,,
95.0,94.94,0.9243,0.9135,,,,
95.0,94.68,0.9468,0.9306,,,,
95.0,94.24,0.9638,0.9471,,,,
95.0,93.46,0.9807,0.9688,,,,
95.0,92.19,1.0,1.0,,,,
