"T, K","P, Torr",X,Y,T Err,P Err,X Err,Y Err
313.15,45.55,0.0,,,,,
313.15,44.41,0.0333,,,,,
313.15,43.31,0.0636,,,,,
313.15,41.6,0.1125,,,,,
313.15,39.95,0.161,,,,,
313.15,38.25,0.2095,,,,,
313.15,36.43,0.2639,,,,,
313.15,34.58,0.3195,,,,,
313.15,30.68,0.4384,,,,,
313.15,26.09,0.58,,,,,
313.15,24.66,0.6246,,,,,
313.15,21.75,0.7204,,,,,
313.15,19.11,0.8095,,,,,
313.15,16.3,0.9057,,,,,
313.15,13.73,1.0,,,,,
