"T, deg.C","P, MPa",X,Y,T Err,P Err,X Err,Y Err
120.0,0.64,0.0,0.0,,,,
120.0,0.779,0.022,0.19,,,,
120.0,0.862,0.035,0.263,,,,
120.0,0.91,0.045,0.297,,,,
120.0,1.193,0.097,0.459,,,,
120.0,1.503,0.161,0.568,,,,
120.0,2.317,0.34,0.716,,,,
120.0,2.93,0.5,0.791,,,,
120.0,3.082,0.541,0.806,,,,
120.0,3.447,0.656,0.836,,,,
120.0,3.647,0.718,0.862,,,,
120.0,3.778,0.76,0.873,,,,
120.0,3.909,0.807,0.881,,,,
120.0,4.02,0.83,0.897,,,,
