"T, K","P, MPa",X,Y,T Err,P Err,X Err,Y Err
313.1,0.35,0.0252,0.878,+-0.1,,+-0.0009,+-0.005
313.1,0.51,0.0386,0.9,+-0.1,,+-0.0009,+-0.005
313.1,0.62,0.052,0.927,+-0.1,,+-0.002,+-0.006
313.1,0.712,0.075,0.937,+-0.1,,+-0.002,+-0.005
313.1,0.84,0.084,0.947,+-0.1,,+-0.003,+-0.005
313.1,1.06,0.146,0.956,+-0.1,,+-0.004,+-0.006
313.1,1.151,0.195,0.965,+-0.1,,+-0.003,+-0.002
313.1,1.25,0.263,0.966,+-0.1,,+-0.005,+-0.005
313.1,1.31,0.387,0.969,+-0.1,,+-0.006,+-0.005
313.1,1.323,0.411,0.972,+-0.1,,+-0.005,+-0.002
313.1,1.33,0.449,0.968,+-0.1,,+-0.006,+-0.007
313.1,1.36,0.752,0.965,+-0.1,,+-0.005,+-0.007
313.1,1.378,1.0,1.0,+-0.1,,,
