"T, deg.C","P, mmHg",X,Y,T Err,P Err,X Err,Y Err
106.56,760,0.018,0.115,+-0.02,+-2,+-1%,+-1%
105.38,760,0.024,0.149,+-0.02,+-2,+-1%,+-1%
104.43,760,0.03,0.178,+-0.02,+-2,+-1%,+-1%
101.78,760,0.044,0.241,+-0.02,+-2,+-1%,+-1%
100.84,760,0.051,0.269,+-0.02,+-2,+-1%,+-1%
99.32,760,0.06,0.304,+-0.02,+-2,+-1%,+-1%
97.18,760,0.078,0.365,+-0.02,+-2,+-1%,+-1%
93.0,760,0.113,0.459,+-0.02,+-2,+-1%,+-1%
89.41,760,0.149,0.534,+-0.02,+-2,+-1%,+-1%
86.79,760,0.185,0.591,+-0.02,+-2,+-1%,+-1%
83.24,760,0.237,0.658,+-0.02,+-2,+-1%,+-1%
79.02,760,0.301,0.726,+-0.02,+-2,+-1%,+-1%
78.54,760,0.313,0.731,+-0.02,+-2,+-1%,+-1%
73.55,760,0.418,0.803,+-0.02,+-2,+-1%,+-1%
68.12,760,0.562,0.869,+-0.02,+-2,+-1%,+-1%
65.75,760,0.632,0.9,+-0.02,+-2,+-1%,+-1%
64.82,760,0.67,0.91,+-0.02,+-2,+-1%,+-1%
63.24,760,0.713,0.924,+-0.02,+-2,+-1%,+-1%
62.47,760,0.752,0.935,+-0.02,+-2,+-1%,+-1%
61.33,760,0.808,0.947,+-0.02,+-2,+-1%,+-1%
60.28,760,0.853,0.959,+-0.02,+-2,+-1%,+-1%
59.72,760,0.877,0.967,+-0.02,+-2,+-1%,+-1%
59.37,760,0.888,0.969,+-0.02,+-2,+-1%,+-1%
57.85,760,0.95,0.986,+-0.02,+-2,+-1%,+-1%
