"T, deg.C","P, atm",X,Y,T Err,P Err,X Err,Y Err
20.14,10.13,0.0,0.0,+-0.05,,,
20.14,14.18,0.106,0.313,+-0.05,,,
20.14,17.72,0.188,0.463,+-0.05,,,
20.14,23.94,0.338,0.629,+-0.05,,,
20.14,28.5,0.44,0.706,+-0.05,,,
20.14,33.85,0.554,0.774,+-0.05,,,
20.14,39.77,0.671,0.832,+-0.05,,,
20.14,45.92,0.782,0.877,+-0.05,,,
20.14,49.21,0.835,0.901,+-0.05,,,
20.14,49.68,0.839,0.901,+-0.05,,,
20.14,52.27,0.877,0.91,+-0.05,,,
20.14,52.69,0.907,0.911,+-0.05,,,
