"T, K","P, kPa",X,Y,T Err,P Err,X Err,Y Err
373.15,16.629,0.0,,+-0.01,+-0.003,+-0.0005,+-0.0005
373.15,17.582,0.0554,,+-0.01,+-0.003,+-0.0005,+-0.0005
373.15,19.161,0.146,,+-0.01,+-0.003,+-0.0005,+-0.0005
373.15,20.986,0.2493,,+-0.01,+-0.003,+-0.0005,+-0.0005
373.15,22.606,0.3413,,+-0.01,+-0.003,+-0.0005,+-0.0005
373.15,24.431,0.4443,,+-0.01,+-0.003,+-0.0005,+-0.0005
373.15,25.186,0.4866,,+-0.01,+-0.003,+-0.0005,+-0.0005
373.15,26.109,0.539,,+-0.01,+-0.003,+-0.0005,+-0.0005
373.15,29.817,0.7523,,+-0.01,+-0.003,+-0.0005,+-0.0005
373.15,31.444,0.8435,,+-0.01,+-0.003,+-0.0005,+-0.0005
373.15,33.336,0.9496,,+-0.01,+-0.003,+-0.0005,+-0.0005
373.15,34.257,1.0,,+-0.01,+-0.003,+-0.0005,+-0.0005
