"T, deg.C","P, bar",X,Y,T Err,P Err,X Err,Y Err
50.0,7.0,0.0,0.0,,,,
50.0,7.67,0.0424,0.1155,,,,
50.0,8.58,0.1001,0.2382,,,,
50.0,9.38,0.1541,0.33,,,,
50.0,10.13,0.2065,0.4041,,,,
50.0,11.16,0.2861,0.4956,,,,
50.0,12.42,0.396,0.5947,,,,
50.0,13.85,0.5419,0.7007,,,,
50.0,15.08,0.685,0.7892,,,,
50.0,15.7,0.765,0.8379,,,,
50.0,16.42,0.8698,0.9052,,,,
50.0,16.62,0.8986,0.9245,,,,
50.0,16.86,0.9434,0.9566,,,,
50.0,17.05,0.9752,0.9806,,,,
50.0,17.15,1.0,1.0,,,,
