"T, K","P, kPa",X,Y,T Err,P Err,X Err,Y Err
373.15,26.463,0.0,,+-0.01,+-0.003,,
373.15,26.465,0.0,,+-0.01,+-0.003,,
373.15,26.527,0.0591,,+-0.01,+-0.003,,
373.15,26.596,0.1639,,+-0.01,+-0.003,,
373.15,26.63,0.257,,+-0.01,+-0.003,,
373.15,26.641,0.3519,,+-0.01,+-0.003,,
373.15,26.578,0.4557,,+-0.01,+-0.003,,
373.15,26.489,0.5543,,+-0.01,+-0.003,,
373.15,26.58,0.4846,,+-0.01,+-0.003,,
373.15,26.497,0.5551,,+-0.01,+-0.003,,
373.15,26.346,0.6544,,+-0.01,+-0.003,,
373.15,26.189,0.7498,,+-0.01,+-0.003,,
373.15,25.923,0.8781,,+-0.01,+-0.003,,
373.15,25.747,0.9525,,+-0.01,+-0.003,,
373.15,25.619,1.0,,+-0.01,+-0.003,,
373.15,25.621,1.0,,+-0.01,+-0.003,,
