"T, deg.C","P, MPa",X,Y,T Err,P Err,X Err,Y Err
50.0,0.21,0.0,0.0,+-0.1,+-0.2%,0.001,0.001
50.0,0.31,0.031,0.39,+-0.1,+-0.2%,0.001,0.001
50.0,0.696,0.142,0.736,+-0.1,+-0.2%,0.001,0.001
50.0,1.241,0.305,0.856,+-0.1,+-0.2%,0.001,0.001
50.0,2.241,0.588,0.93,+-0.1,+-0.2%,0.001,0.001
50.0,2.923,0.797,0.967,+-0.1,+-0.2%,0.001,0.001
50.0,3.275,0.91,0.981,+-0.1,+-0.2%,0.001,0.001
50.0,3.544,0.987,0.995,+-0.1,+-0.2%,0.001,0.001
50.0,3.62,1.0,1.0,+-0.1,+-0.2%,0.001,0.001
