"T, K","P, kPa",X,Y,T Err,P Err,X Err,Y Err
381.87,74.66,0.0,0.0,+-0.01,+-0.02,,
381.16,74.66,0.0035,0.034,+-0.01,+-0.02,,
380.39,74.66,0.0068,0.064,+-0.01,+-0.02,,
379.05,74.66,0.0128,0.115,+-0.01,+-0.02,,
377.14,74.66,0.0215,0.1829,+-0.01,+-0.02,,
374.93,74.66,0.0321,0.2562,+-0.01,+-0.02,,
372.97,74.66,0.0421,0.3183,+-0.01,+-0.02,,
369.46,74.66,0.0608,0.4189,+-0.01,+-0.02,,
367.93,74.66,0.0696,0.4588,+-0.01,+-0.02,,
365.92,74.66,0.0813,0.5067,+-0.01,+-0.02,,
363.79,74.66,0.0944,0.5546,+-0.01,+-0.02,,
359.82,74.66,0.121,0.6353,+-0.01,+-0.02,,
351.84,74.66,0.1837,0.7623,+-0.01,+-0.02,,
349.91,74.66,0.2036,0.7878,+-0.01,+-0.02,,
347.84,74.66,0.2255,0.8106,+-0.01,+-0.02,,
346.02,74.66,0.2484,0.8301,+-0.01,+-0.02,,
344.63,74.66,0.2657,0.8435,+-0.01,+-0.02,,
342.7,74.66,0.2924,0.8605,+-0.01,+-0.02,,
340.82,74.66,0.3242,0.877,+-0.01,+-0.02,,
338.96,74.66,0.357,0.8918,+-0.01,+-0.02,,
337.47,74.66,0.3889,0.9026,+-0.01,+-0.02,,
336.19,74.66,0.4186,0.9119,+-0.01,+-0.02,,
334.82,74.66,0.4524,0.9206,+-0.01,+-0.02,,
333.71,74.66,0.4845,0.9275,+-0.01,+-0.02,,
332.72,74.66,0.5179,0.9334,+-0.01,+-0.02,,
331.81,74.66,0.5455,0.9389,+-0.01,+-0.02,,
330.86,74.66,0.5798,0.9448,+-0.01,+-0.02,,
329.95,74.66,0.6146,0.95,+-0.01,+-0.02,,
329.15,74.66,0.6455,0.9542,+-0.01,+-0.02,,
328.27,74.66,0.6814,0.959,+-0.01,+-0.02,,
327.44,74.66,0.7189,0.9638,+-0.01,+-0.02,,
326.73,74.66,0.7459,0.9673,+-0.01,+-0.02,,
326.12,74.66,0.7784,0.9709,+-0.01,+-0.02,,
325.44,74.66,0.8086,0.9745,+-0.01,+-0.02,,
324.65,74.66,0.844,0.9788,+-0.01,+-0.02,,
323.98,74.66,0.8749,0.9825,+-0.01,+-0.02,,
323.39,74.66,0.9039,0.986,+-0.01,+-0.02,,
322.88,74.66,0.9282,0.9892,+-0.01,+-0.02,,
322.38,74.66,0.9504,0.9924,+-0.01,+-0.02,,
321.99,74.66,0.967,0.9945,+-0.01,+-0.02,,
321.7,74.66,0.9795,0.9965,+-0.01,+-0.02,,
321.44,74.66,0.9909,0.9981,+-0.01,+-0.02,,
321.21,74.66,1.0,1.0,+-0.01,+-0.02,,
