"T, deg.C","P, mmHg",X,Y,T Err,P Err,X Err,Y Err
45.0,222.1,0.0,0.0,+-0.03,+-0.5,,
45.0,229.9,0.0167,0.0482,+-0.03,+-0.5,,
45.0,241.4,0.0435,0.117,+-0.03,+-0.5,,
45.0,284.9,0.142,0.3337,+-0.03,+-0.5,,
45.0,313.1,0.2048,0.4305,+-0.03,+-0.5,,
45.0,355.3,0.3021,0.5653,+-0.03,+-0.5,,
45.0,385.3,0.3619,0.6287,+-0.03,+-0.5,,
45.0,423.8,0.4441,0.7052,+-0.03,+-0.5,,
45.0,468.3,0.5272,0.7683,+-0.03,+-0.5,,
45.0,517.4,0.6438,0.8445,+-0.03,+-0.5,,
45.0,557.7,0.7285,0.8888,+-0.03,+-0.5,,
45.0,584.7,0.7833,0.9168,+-0.03,+-0.5,,
45.0,641.2,0.9176,0.9701,+-0.03,+-0.5,,
45.0,662.9,0.969,0.9894,+-0.03,+-0.5,,
45.0,682.1,1.0,1.0,+-0.03,+-0.5,,
